District Name	District Code	Subject	M+E #	M+E %	E #	E %	M #	M %	PM #	PM %	NM #	NM %	No. of Students Included	Avg. Scaled Score	SGP	Included In SGP
Wales	03060000	SCI	          19	68	           3	11	          16	57	           5	18	           4	14	          28	     506.5		
Walpole	03070000	ELA	       1,163	67	         254	15	         909	52	         507	29	          72	4	       1,742	     508.7	          51.0	       1,397
Walpole	03070000	MATH	       1,135	65	         257	15	         878	50	         527	30	          77	4	       1,739	     508.4	          51.0	       1,393
Walpole	03070000	SCI	         383	65	          72	12	         311	53	         184	31	          20	3	         587	     507.7		
Waltham	03080000	ELA	       1,267	52	         263	11	       1,004	41	         851	35	         309	13	       2,427	     501.0	          55.0	       1,852
Waltham	03080000	MATH	       1,138	47	         183	8	         955	39	         961	40	         330	14	       2,429	     497.5	          53.1	       1,849
Waltham	03080000	SCI	         342	43	          57	7	         285	36	         314	40	         135	17	         791	     495.2		
Ware	03090000	ELA	         235	39	          13	2	         222	37	         267	44	         102	17	         604	     492.7	          43.3	         489
Ware	03090000	MATH	         186	31	          12	2	         174	29	         309	51	         111	18	         606	     489.7	          49.4	         490
Ware	03090000	SCI	          81	42	           6	3	          75	39	          91	48	          19	10	         191	     495.5		
Wareham	03100000	ELA	         404	38	          59	6	         345	32	         498	47	         164	15	       1,066	     494.6	          48.8	         804
Wareham	03100000	MATH	         286	27	          27	3	         259	24	         586	55	         196	18	       1,068	     489.4	          48.0	         806
Wareham	03100000	SCI	         119	32	           7	2	         112	30	         189	51	          63	17	         371	     490.8		
Watertown	03140000	ELA	         566	50	         104	9	         462	41	         432	38	         130	12	       1,128	     499.9	          50.5	         870
Watertown	03140000	MATH	         545	48	          75	7	         470	42	         449	40	         134	12	       1,128	     498.1	          54.3	         876
Watertown	03140000	SCI	         185	50	          35	9	         150	40	         140	38	          48	13	         373	     500.0		
Wayland	03150000	ELA	         970	77	         283	22	         687	55	         250	20	          40	3	       1,260	     514.8	          56.5	       1,040
Wayland	03150000	MATH	         969	77	         326	26	         643	51	         249	20	          41	3	       1,259	     515.2	          54.1	       1,039
Wayland	03150000	SCI	         306	74	         106	26	         200	48	          94	23	          14	3	         414	     513.5		
Webster	03160000	ELA	         276	31	          25	3	         251	29	         412	47	         190	22	         878	     489.0	          45.0	         664
Webster	03160000	MATH	         219	25	          16	2	         203	23	         443	51	         215	25	         877	     485.2	          50.8	         663
Webster	03160000	SCI	          82	28	           2	1	          80	27	         136	46	          80	27	         298	     485.1		
Wellesley	03170000	ELA	       1,822	79	         595	26	       1,227	54	         414	18	          56	2	       2,292	     517.3	          54.2	       1,811
Wellesley	03170000	MATH	       1,714	75	         445	19	       1,269	55	         500	22	          79	3	       2,293	     513.2	          53.7	       1,806
Wellesley	03170000	SCI	         578	73	         138	17	         440	56	         193	24	          21	3	         792	     512.3		
Wellfleet	03180000	ELA	          25	61	           2	5	          23	56	          13	32	           3	7	          41	     506.0	          46.5	          23
Wellfleet	03180000	MATH	          26	63	           0	0	          26	63	          11	27	           4	10	          41	     505.2	          45.6	          23
Wellfleet	03180000	SCI	           8	73	           1	9	           7	64	           2	18	           1	9	          11	     509.4		
West Boylston	03220000	ELA	         245	61	          55	14	         190	47	         137	34	          21	5	         403	     506.7	          51.2	         326
West Boylston	03220000	MATH	         252	63	          41	10	         211	52	         134	33	          17	4	         403	     506.5	          54.7	         326
West Boylston	03220000	SCI	          89	64	          24	17	          65	46	          42	30	           9	6	         140	     508.4		
West Bridgewater	03230000	ELA	         328	55	          42	7	         286	48	         234	39	          31	5	         593	     502.7	          43.5	         483
West Bridgewater	03230000	MATH	         266	45	          19	3	         247	42	         283	48	          43	7	         592	     498.3	          41.2	         483
West Bridgewater	03230000	SCI	         106	49	          10	5	          96	44	          94	44	          16	7	         216	     499.2		
West Springfield	03320000	ELA	         871	47	         120	6	         751	40	         750	40	         246	13	       1,867	     497.9	          49.1	       1,420
West Springfield	03320000	MATH	         865	47	         110	6	         755	41	         778	42	         216	12	       1,859	     498.0	          48.6	       1,421
West Springfield	03320000	SCI	         308	49	          52	8	         256	41	         236	38	          85	14	         629	     498.8		
Westborough	03210000	ELA	       1,361	77	         374	21	         987	56	         336	19	          80	5	       1,777	     514.2	          60.6	       1,373
Westborough	03210000	MATH	       1,358	76	         460	26	         898	50	         349	20	          73	4	       1,780	     515.2	          62.3	       1,377
Westborough	03210000	SCI	         411	71	         107	19	         304	53	         137	24	          29	5	         577	     510.8		
Westfield	03250000	ELA	       1,102	47	         143	6	         959	41	         927	40	         297	13	       2,326	     497.6	          45.6	       1,807
Westfield	03250000	MATH	         973	42	         141	6	         832	36	       1,073	46	         283	12	       2,329	     495.9	          41.2	       1,805
Westfield	03250000	SCI	         315	40	          30	4	         285	36	         377	47	         105	13	         797	     494.4		
Westford	03260000	ELA	       1,732	75	         379	16	       1,353	58	         527	23	          62	3	       2,321	     511.8	          52.8	       1,873
Westford	03260000	MATH	       1,813	78	         548	24	       1,265	55	         458	20	          46	2	       2,317	     515.7	          56.3	       1,867
Westford	03260000	SCI	         618	78	         175	22	         443	56	         160	20	          18	2	         796	     514.1		
Westhampton	03270000	ELA	          54	76	           9	13	          45	63	          17	24	           0	0	          71	     512.4	          58.7	          54
Westhampton	03270000	MATH	          57	79	          10	14	          47	65	          15	21	           0	0	          72	     511.3	          57.0	          54
Westhampton	03270000	SCI	          16	94	           1	6	          15	88	           1	6	           0	0	          17	     517.3		
Weston	03300000	ELA	         781	83	         309	33	         472	50	         142	15	          21	2	         944	     520.4	          59.1	         754
Weston	03300000	MATH	         768	81	         294	31	         474	50	         153	16	          22	2	         943	     518.8	          59.1	         752
Weston	03300000	SCI	         240	78	          85	28	         155	51	          57	19	           9	3	         306	     515.9		
Westport	03310000	ELA	         394	54	          32	4	         362	49	         303	41	          39	5	         736	     500.9	          48.7	         594
Westport	03310000	MATH	         385	53	          58	8	         327	45	         295	40	          52	7	         732	     501.3	          50.9	         591
Westport	03310000	SCI	         124	56	          10	4	         114	51	          84	38	          15	7	         223	     502.3		
Westwood	03350000	ELA	       1,094	77	         350	25	         744	52	         301	21	          31	2	       1,426	     516.0	          51.4	       1,168
Westwood	03350000	MATH	       1,079	76	         306	21	         773	54	         315	22	          32	2	       1,426	     513.5	          55.1	       1,167
Westwood	03350000	SCI	         361	76	         116	24	         245	51	         105	22	          10	2	         476	     514.0		
Weymouth	03360000	ELA	       1,276	48	         150	6	       1,126	43	       1,083	41	         275	10	       2,634	     498.8	          42.6	       2,060
Weymouth	03360000	MATH	       1,131	43	         154	6	         977	37	       1,194	45	         307	12	       2,632	     496.4	          46.2	       2,061
Weymouth	03360000	SCI	         351	40	          45	5	         306	35	         402	46	         122	14	         875	     495.1		
Whately	03370000	ELA	          38	58	           9	14	          29	45	          23	35	           4	6	          65	     507.3	          63.8	          51
Whately	03370000	MATH	          42	64	           7	11	          35	53	          22	33	           2	3	          66	     505.8	          60.2	          52
Whately	03370000	SCI	           9	53	           2	12	           7	41	           7	41	           1	6	          17	     505.6		
Whitman-Hanson	07800000	ELA	         963	53	         133	7	         830	46	         692	38	         151	8	       1,806	     501.4	          49.3	       1,467
Whitman-Hanson	07800000	MATH	         806	45	          72	4	         734	41	         828	46	         171	9	       1,805	     496.8	          46.8	       1,466
Whitman-Hanson	07800000	SCI	         287	45	          33	5	         254	40	         298	47	          46	7	         631	     499.0		
Williamsburg	03400000	ELA	          48	56	           7	8	          41	48	          31	36	           6	7	          85	     504.0	          59.1	          56
Williamsburg	03400000	MATH	          31	36	           5	6	          26	31	          48	56	           6	7	          85	     496.1	          67.7	          56
Williamsburg	03400000	SCI	          10	48	           3	14	           7	33	          11	52	           0	0	          21	     505.6		
Wilmington	03420000	ELA	         926	59	         138	9	         788	50	         549	35	          95	6	       1,570	     504.3	          46.1	       1,242
Wilmington	03420000	MATH	       1,049	67	         193	12	         856	55	         428	27	          93	6	       1,570	     507.7	          56.3	       1,243
Wilmington	03420000	SCI	         290	53	          32	6	         258	47	         226	41	          32	6	         548	     501.7		
Winchendon	03430000	ELA	         191	34	          14	3	         177	32	         287	51	          82	15	         560	     491.5	          42.2	         422
Winchendon	03430000	MATH	         135	24	           8	1	         127	23	         323	58	          99	18	         557	     487.7	          43.1	         420
Winchendon	03430000	SCI	          63	36	           8	5	          55	32	          89	51	          21	12	         173	     493.4		
Winchester	03440000	ELA	       1,798	81	         549	25	       1,249	56	         381	17	          44	2	       2,223	     516.9	          54.6	       1,776
Winchester	03440000	MATH	       1,768	79	         567	25	       1,201	54	         407	18	          49	2	       2,224	     516.7	          50.0	       1,775
Winchester	03440000	SCI	         605	78	         189	24	         416	53	         156	20	          17	2	         778	     515.6		
Winthrop	03460000	ELA	         511	57	          61	7	         450	50	         326	36	          60	7	         897	     503.2	          51.9	         722
Winthrop	03460000	MATH	         466	52	          65	7	         401	45	         376	42	          57	6	         899	     501.1	          47.7	         724
Winthrop	03460000	SCI	         149	47	          16	5	         133	42	         147	47	          19	6	         315	     499.3		
Woburn	03470000	ELA	       1,040	52	         134	7	         906	45	         808	40	         154	8	       2,002	     501.1	          46.1	       1,557
Woburn	03470000	MATH	         927	46	         112	6	         815	41	         897	45	         184	9	       2,008	     498.4	          46.2	       1,559
Woburn	03470000	SCI	         317	49	          61	9	         256	39	         267	41	          65	10	         649	     499.8		
Worcester	03480000	ELA	       4,025	37	         588	5	       3,437	32	       4,633	43	       2,149	20	      10,807	     492.7	          50.3	       7,881
Worcester	03480000	MATH	       3,358	31	         433	4	       2,925	27	       4,958	46	       2,497	23	      10,813	     488.7	          48.9	       7,889
Worcester	03480000	SCI	         964	27	         101	3	         863	24	       1,768	49	         887	25	       3,619	     486.7		
Worthington	03490000	ELA	          12	43	           0	0	          12	43	          12	43	           4	14	          28	     496.4		          14
Worthington	03490000	MATH	          10	36	           2	7	           8	29	          15	54	           3	11	          28	     493.3		          14
Wrentham	03500000	ELA	         394	70	         107	19	         287	51	         140	25	          25	4	         559	     512.5	          56.5	         426
Wrentham	03500000	MATH	         336	60	          46	8	         290	52	         199	36	          24	4	         559	     505.3	          48.2	         426
Wrentham	03500000	SCI	         103	66	          16	10	          87	55	          46	29	           8	5	         157	     507.0		
State	00000000	ELA	     221,214	52	      41,549	10	     179,665	42	     156,233	37	      46,605	11	     424,052	     501.2	          49.9	     336,316
State	00000000	MATH	     206,781	49	      37,717	9	     169,064	40	     167,208	39	      50,100	12	     424,089	     499.2	          49.9	     336,270
State	00000000	SCI	      67,856	48	      11,896	8	      55,960	39	      57,117	40	      17,594	12	     142,567	     498.6		
